"Product","Brand","Variant","Size_liter","Pack","Market","Period","Value_1000_EUR","Volume_1000_liter","Price_per_liter","Dis_weight","Dis_num","Promo_value_1000_EUR","Non_promo_value_1000_EUR","Promo_volume_1000_liter","Non_promo_volume_1000_liter"
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2023-05-22,43.6649,28.6222,1.52556057885138,58.25,44.25,38.3727,5.2922,25.6407,2.9815
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2023-06-19,42.7518,27.0595,1.57991832812875,57.75,44.25,34.9119,7.8399,23.0929,3.9666
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2023-07-17,43.6951,51.5263,0.848015479473589,58.25,44.25,33.8057,9.8894,47.1286,4.3977
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2023-08-14,28.4359,73.9349,0.384607269368052,58.5,45,26.0549,2.381,72.7125,1.22239999999999
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2023-09-11,19.1343,25.4089,0.753055031898272,54.25,41.5,14.1264,5.0079,21.3993,4.0096
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2023-10-09,13.8563,22.6852,0.610807927635639,50,36.25,9.8441,4.0122,17.9167,4.7685
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2023-11-06,14.0471,25.4764,0.551376960638081,50,35.25,9.6246,4.4225,18.022,7.4544
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2023-12-04,16.7537,30.6918,0.545868929160232,53.5,32.25,9.1098,7.6439,18.0776,12.6142
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2024-01-01,13.7314,22.9718,0.597750285132206,52.5,34.25,1.7034,12.028,3.0799,19.8919
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2024-01-29,17.335,31.9588,0.542417112031741,50,31.25,6.7098,10.6252,14.4465,17.5123
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2024-02-26,19.1954,38.0081,0.505034453182348,50.25,32.25,12.4617,6.7337,26.8775,11.1306
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2024-03-25,12.9139,23.0662,0.559862482766992,49.25,30.75,5.5232,7.3907,10.7218,12.3444
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2024-04-22,12.5215,23.4502,0.533961330820206,43.25,28.75,5.187,7.3345,11.2913,12.1589
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2024-05-20,10.9142,18.9364,0.576360871126508,40.5,26,2.4478,8.4664,4.7385,14.1979
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2024-06-17,11.6303,18.8769,0.616112815133841,38.25,25.5,0.5681,11.0622,1.0877,17.7892
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Total Market",2024-07-15,10.4584,16.6927,0.626525367376158,37.75,25,0.6124,9.846,1.0761,15.6166
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2022-08-15,0,0,0,0,0,0,0,0,0
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2022-09-12,0,0,0,0,0,0,0,0,0
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2022-10-10,0,0,0,0,0,0,0,0,0
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2022-11-07,0.019,0.0083,2.28915662650602,0,0,0,0.019,0,0.0083
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2022-12-05,0.0144,0.0061,2.36065573770492,0,0,0,0.0144,0,0.0061
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-01-02,0.0054,0.0023,2.34782608695652,0,0,0,0.0054,0,0.0023
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-01-30,0.0036,0.0016,2.25,0,0,0,0.0036,0,0.0016
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-02-27,0.0108,0.0046,2.34782608695652,0,0,0,0.0108,0,0.0046
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-03-27,0.0106,0.0046,2.30434782608696,0,0,0.0034,0.0072,0.0015,0.0031
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-04-24,0.0103,0.0046,2.23913043478261,0,0,0.0031,0.0072,0.0015,0.0031
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-05-22,0.0114,0.0054,2.11111111111111,0,0,0.0082,0.0032,0.0038,0.0016
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-06-19,0.0224,0.0098,2.28571428571429,0,0,0.0116,0.0108,0.0053,0.0045
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-07-17,0.0122,0.0054,2.25925925925926,0,0,0.0016,0.0106,8e-04,0.0046
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-08-14,0.0052,0.0023,2.26086956521739,0,0,0.0034,0.0018,0.0015,8e-04
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-09-11,0.0108,0.018,0.6,0,0,0.0108,0,0.018,0
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-10-09,0.0103,0.018,0.572222222222222,0,0,0.0036,0.0067,0.006,0.012
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-11-06,0.0133,0.024,0.554166666666667,0,0,0.0115,0.0018,0.021,0.003
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2023-12-04,0.0571,0.102,0.559803921568627,1,0,0.0014,0.0557,0.003,0.099
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2024-01-01,0.1818,0.315,0.577142857142857,1.75,0,0.0371,0.1447,0.072,0.243
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2024-01-29,0.1298,0.222,0.584684684684685,1.75,0,0,0.1298,0,0.222
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2024-02-26,0.0076,0.012,0.633333333333333,0.5,0,0,0.0076,0,0.012
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2024-03-25,0.0036,0.006,0.6,0,0,0,0.0036,0,0.006
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2024-04-22,0,0,0,0,0,0,0,0,0
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2024-05-20,0,0,0,0,0,0,0,0,0
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2024-06-17,0,0,0,0,0,0,0,0,0
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer A",2024-07-15,0,0,0,0,0,0,0,0,0
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2022-08-15,30.4624,13.8017,2.20714839476296,100,100,23.9678,6.4946,11.0348,2.7669
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2022-09-12,21.2247,10.0688,2.10796718576196,100,100,17.689,3.5357,8.5666,1.5022
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2022-10-10,15.6556,7.9298,1.97427425660168,99.25,100,13.6787,1.9769,7.0756,0.8542
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2022-11-07,18.1507,11.2335,1.61576534472782,99.25,99.75,16.5991,1.5516,10.4018,0.831700000000001
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2022-12-05,9.6159,4.3231,2.22430663181513,99.75,99.75,4.4572,5.1587,2.1451,2.178
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-01-02,13.2972,7.8683,1.68997115005783,99.5,99.5,10.7156,2.5816,6.777,1.0913
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-01-30,13.4269,8.385,1.60129994036971,100,100,12.0385,1.3884,7.7175,0.6675
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-02-27,9.2712,5.4691,1.69519665027153,100,100,7.3251,1.9461,4.5721,0.897
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-03-27,9.9215,6.3698,1.55758422556438,100,100,8.4798,1.4417,5.6858,0.684
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-04-24,9.5772,6.2048,1.54351469829809,99,99,8.6895,0.887699999999999,5.7811,0.4237
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-05-22,9.3698,6.4673,1.44879625191347,100,100,8.8333,0.5365,6.1583,0.309
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-06-19,9.2744,6.1921,1.4977794286268,99.5,100,8.4933,0.781099999999999,5.7091,0.483
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-07-17,10.5377,18.4606,0.570821100072587,100,100,9.0154,1.5223,17.7406,0.72
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-08-14,5.2111,16.8922,0.308491493115166,100,100,5.1517,0.0594000000000005,16.8075,0.0847000000000007
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-09-11,3.3551,3.7471,0.895385764991593,92,92.75,2.2517,1.1034,2.8666,0.8805
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-10-09,2.3196,3.4757,0.667376355841989,85.5,84.5,1.8342,0.485400000000001,3.0916,0.384099999999999
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-11-06,2.6372,4.9433,0.533489774037586,91.25,89,2.1585,0.4787,4.1648,0.7785
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2023-12-04,3.4599,6.5618,0.527279100246884,98,96.5,2.2478,1.2121,4.5593,2.0025
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2024-01-01,2.5221,4.2135,0.598576005695977,97,96,0.3119,2.2102,0.549,3.6645
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2024-01-29,4.0425,8.46,0.477836879432624,99,98.75,3.3335,0.709,7.302,1.158
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2024-02-26,4.5575,9.492,0.480141171512853,98,97.25,3.2751,1.2824,7.371,2.121
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2024-03-25,2.6812,4.8241,0.555792790365042,98.5,98.25,1.152,1.5292,2.28,2.5441
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2024-04-22,3.7482,7.791,0.481093569503273,97.25,96.5,2.6581,1.0901,5.988,1.803
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2024-05-20,2.72,4.887,0.556578678125639,97.75,98,1.2746,1.4454,2.451,2.436
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2024-06-17,2.6924,4.371,0.615968885838481,96,94.75,0.1484,2.544,0.27,4.101
"EnerTEA GRANATAPFEL Carton 0.75 Liter","EnerTEA","GRANATAPFEL","0.75","Carton","Retailer B",2024-07-15,2.5295,4.035,0.626889714993804,96.75,96.75,0.2342,2.2953,0.387,3.648
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2022-08-15,185.6104,83.3156,2.22779887560073,54.25,44.5,114.8045,70.8059,52.9996,30.316
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2022-09-12,128.2446,59.4664,2.15658926721645,53.25,44.25,98.9796,29.265,47.1558,12.3106
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2022-10-10,96.0759,47.9758,2.00259088957349,54.25,44.25,81.9837,14.0922,42.0223,5.95350000000001
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2022-11-07,116.1167,65.9564,1.76050694094887,68.75,54.75,90.1133,26.0034,54.3964,11.56
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2022-12-05,102.5686,49.2268,2.0835926771596,89.5,70,62.3689,40.1997,32.1079,17.1189
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-01-02,116.5798,62.4053,1.86810735626621,90.25,69.75,77.4558,39.124,45.6529,16.7524
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-01-30,104.2673,56.4634,1.8466351654346,89.75,69.75,71.5963,32.671,42.281,14.1824
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-02-27,85.4452,42.3873,2.01582077650617,88.5,69.5,45.7707,39.6745,25.4494,16.9379
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-03-27,82.0698,43.5959,1.88251188758576,89.25,69.75,47.6044,34.4654,28.9766,14.6193
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-04-24,84.043,44.3393,1.89545166477594,87,68.75,54.813,29.23,31.8275,12.5118
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-05-22,86.1669,51.393,1.67662716712393,88.25,69,70.2612,15.9057,43.7409,7.65210000000001
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-06-19,85.6223,48.7959,1.75470275166561,89,69.25,60.3844,25.2379,37.1857,11.6102
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-07-17,84.5313,82.3759,1.02616541974048,87.75,69,52.1591,32.3722,68.4488,13.9271
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-08-14,58.9101,105.2664,0.559628713435626,87.75,69.25,40.3804,18.5297,96.7881,8.47829999999999
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-09-11,53.3902,86.5048,0.617193496777057,85.25,66.5,44.5554,8.8348,79.4845,7.0203
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-10-09,42.0794,73.6726,0.571167571118706,81.5,62.5,28.9618,13.1176,55.1052,18.5674
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-11-06,38.5109,68.3857,0.563142586827363,78,58.25,19.3018,19.2091,36.1239,32.2618
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2023-12-04,43.3654,76.4774,0.567035490223256,81.25,58,17.8538,25.5116,34.7515,41.7259
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2024-01-01,37.8784,62.8065,0.60309681322793,81,57.5,4.3717,33.5067,7.9117,54.8948
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2024-01-29,43.3502,76.1478,0.569290248700554,81,57.5,12.1922,31.158,25.3497,50.7981
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2024-02-26,47.6275,89.6842,0.531057867495055,80.25,57.75,29.762,17.8655,60.3777,29.3065
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2024-03-25,38.6381,67.2596,0.574462232900582,82,58.5,19.1476,19.4905,34.6125,32.6471
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2024-04-22,36.8423,66.1362,0.557067082777662,81.25,58.5,11.6761,25.1662,23.974,42.1622
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2024-05-20,33.8802,57.4404,0.589832243508054,80.25,57.5,6.7372,27.143,12.4706,44.9698
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2024-06-17,35.0919,56.9687,0.615985620173885,80.25,56.75,3.477,31.6149,6.2148,50.7539
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Total Market",2024-07-15,31.879,51.2164,0.622437344288158,78.5,55.75,2.9581,28.9209,5.3257,45.8907
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2022-08-15,0,0,0,0,0,0,0,0,0
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2022-09-12,0,0,0,0,0,0,0,0,0
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2022-10-10,0,0,0,0,0,0,0,0,0
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2022-11-07,12.2068,5.2793,2.31220048112439,52.3333333333333,50.3333333333333,3.878,8.3288,1.7213,3.558
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2022-12-05,32.325,16.6487,1.9415930372942,93.75,92,26.6832,5.6418,14.1752,2.4735
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-01-02,27.239,12.0654,2.25761267757389,95,93.25,10.4096,16.8294,4.8811,7.1843
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-01-30,25.0258,11.0409,2.2666449293083,95,93.25,7.9402,17.0856,3.7973,7.2436
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-02-27,23.1543,9.8956,2.33985811875985,95,93.5,3.2872,19.8671,1.5203,8.3753
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-03-27,19.8625,8.4908,2.3392966504923,95,93,3.0051,16.8574,1.3913,7.0995
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-04-24,24.0884,11.5823,2.07975963323347,95.25,93.5,13.6795,10.4089,7.2031,4.3792
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-05-22,19.0785,8.4113,2.26819873265726,95.25,94,10.2075,8.871,4.6666,3.7447
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-06-19,19.1905,8.2111,2.33714118692989,94.5,93.25,5.5937,13.5968,2.4819,5.7292
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-07-17,19.7768,8.4534,2.33950836349871,94.5,93,2.9943,16.7825,1.3913,7.0621
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-08-14,17.8601,7.6531,2.33370790921326,94,92.75,3.2477,14.6124,1.5054,6.1477
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-09-11,23.1523,47.4218,0.488220607399972,94,93,23.1523,0,47.4188,0.003
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-10-09,16.763,32.2434,0.519889341694734,94,92.5,10.8234,5.9396,21.798,10.4454
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-11-06,13.0288,22.7071,0.573776484007205,93.25,91.25,2.8894,10.1394,5.514,17.1931
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2023-12-04,12.9341,21.3915,0.604637355959143,92.5,90.25,1.2412,11.6929,2.328,19.0635
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2024-01-01,12.9599,20.9933,0.617335054517394,91.75,90.25,1.5496,11.4103,2.805,18.1883
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2024-01-29,12.3894,19.971,0.620369535826949,92,90.75,1.3498,11.0396,2.406,17.565
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2024-02-26,11.421,18.9661,0.60217967847897,90,89,6.104,5.317,10.4648,8.5013
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2024-03-25,11.6919,20.0086,0.584343732195156,92,91,8.1044,3.5875,13.98,6.0286
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2024-04-22,11.5906,19.812,0.585029275186756,92.5,90.75,2.3982,9.1924,4.3703,15.4417
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2024-05-20,11.4187,18.9593,0.60227434557183,91.75,89.75,1.0522,10.3665,1.968,16.9913
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2024-06-17,11.1562,18.0511,0.618034358016963,88.25,86,1.2737,9.8825,2.298,15.7531
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer A",2024-07-15,10.2495,16.5885,0.617867799981915,84,81.5,1.255,8.9945,2.268,14.3205
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2022-08-15,42.2604,19.0786,2.21506819158639,100,100,31.2214,11.039,14.3439,4.7347
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2022-09-12,28.971,13.5564,2.13707178897052,99.5,100,23.7012,5.2698,11.3199,2.2365
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2022-10-10,22.5205,11.2666,1.99887277439512,100,100,19.8442,2.6763,10.1086,1.158
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2022-11-07,23.7104,14.4083,1.6456070459388,100,100,20.3994,3.311,12.7868,1.6215
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2022-12-05,13.7867,6.1913,2.22678597386655,99.75,100,5.8909,7.8958,2.8568,3.3345
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2023-01-02,19.5877,11.3176,1.73072912985085,100,100,14.3933,5.1944,9.1202,2.1974
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2023-01-30,18.3013,10.9614,1.66961337055486,99.75,99.75,15.9089,2.3924,9.8499,1.1115
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2023-02-27,13.1627,7.2114,1.82526277837868,100,100,9.7991,3.3636,5.7114,1.5
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2023-03-27,13.982,8.4023,1.6640681718101,100,100,11.3833,2.5987,7.2871,1.1152
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2023-04-24,13.6688,8.0979,1.68794378789563,100,100,11.422,2.2468,7.0801,1.0178
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2023-05-22,13.675,9.0811,1.50587483895123,100,100,12.7985,0.876499999999998,8.5479,0.533199999999999
"EnerTEA PFIRSICH Carton 0.75 Liter","EnerTEA","PFIRSICH","0.75","Carton","Retailer B",2023-06-19,13.4541,8.5163,1.57980578420206,99.75,100,11.9405,1.5136,7.6351,0.881199999999999
