"Date";"Store";"Category";"Brand";"Sales_Amount";"Units_Sold";"Customer_Age"
2023-12-16;"Store 3";"Sports";"Reebok";515,51;1;25
2023-10-25;"Store 10";"Grocery";"Costco";60,51;1;41
2023-11-20;"Store 8";"Grocery";"Whole Foods";44,89;14;30
2023-11-21;"Store 8";"Electronics";"LG";1143,96;3;48
2023-04-13;"Store 10";"Grocery";"Whole Foods";33,46;8;65
2023-03-24;"Store 4";"Electronics";"Panasonic";856,27;1;50
2023-07-09;"Store 9";"Grocery";"Costco";50,03;11;37
2023-01-21;"Store 5";"Clothing";"H&M";190,86;7;24
2023-05-28;"Store 4";"Grocery";"Walmart";56,48;6;32
2023-02-28;"Store 4";"Toys";"Mattel";250,3;5;33
2023-01-24;"Store 8";"Clothing";"Zara";312,31;10;41
2023-09-24;"Store 8";"Grocery";"Whole Foods";42,61;16;44
2023-03-07;"Store 9";"Clothing";"Puma";398,79;10;47
2023-05-13;"Store 10";"Clothing";"H&M";174,64;5;55
2023-02-15;"Store 4";"Electronics";"Sony";888,86;3;33
2023-01-07;"Store 1";"Clothing";"Nike";320,61;10;46
2023-11-11;"Store 5";"Electronics";"Panasonic";1232,32;1;19
2023-10-31;"Store 9";"Clothing";"Nike";82,73;4;47
2023-01-20;"Store 10";"Toys";"Nintendo";228,07;5;34
2023-06-17;"Store 2";"Toys";"Fisher-Price";185,56;1;25
2023-07-04;"Store 10";"Grocery";"Walmart";47,91;5;21
2023-09-17;"Store 2";"Electronics";"Sony";624,32;2;26
2023-01-20;"Store 6";"Clothing";"Puma";111,07;2;41
2023-10-05;"Store 1";"Grocery";"Whole Foods";70,49;5;53
2023-02-08;"Store 9";"Clothing";"Adidas";244,15;9;18
2023-08-27;"Store 8";"Clothing";"Puma";173,08;10;18
2023-05-14;"Store 7";"Electronics";"Sony";1280,73;1;36
2023-10-27;"Store 3";"Furniture";"Wayfair";837,16;2;32
2023-07-05;"Store 5";"Clothing";"Puma";419,93;3;25
2023-08-30;"Store 9";"Clothing";"Zara";547,17;5;47
2023-08-23;"Store 8";"Grocery";"Target";23,34;1;40
2023-06-13;"Store 2";"Grocery";"Costco";49,28;3;33
2023-09-23;"Store 8";"Sports";"Decathlon";209,22;3;36
2023-09-04;"Store 2";"Sports";"Decathlon";205,87;4;50
2023-06-18;"Store 4";"Grocery";"Whole Foods";54,22;18;40
2023-01-16;"Store 2";"Grocery";"Costco";58,09;11;25
2023-06-28;"Store 9";"Clothing";"H&M";443,3;9;61
2023-10-22;"Store 3";"Grocery";"Costco";48,74;14;38
2023-04-22;"Store 2";"Grocery";"Walmart";53,83;3;46
2023-09-17;"Store 1";"Electronics";"Sony";496,74;3;18
2023-08-09;"Store 9";"Clothing";"Zara";414,43;5;18
2023-01-08;"Store 7";"Furniture";"West Elm";699,01;1;38
2023-09-08;"Store 8";"Toys";"Mattel";138,24;1;62
2023-10-06;"Store 4";"Grocery";"Walmart";45,6;15;52
2023-04-04;"Store 10";"Clothing";"Puma";322,48;4;32
2023-09-20;"Store 10";"Electronics";"Panasonic";873,17;3;18
2023-07-14;"Store 10";"Toys";"Fisher-Price";188,59;7;48
2023-09-06;"Store 2";"Clothing";"Adidas";287,63;2;32
2023-09-07;"Store 4";"Clothing";"Zara";368,98;4;22
2023-03-26;"Store 8";"Clothing";"H&M";302,79;10;37
2023-07-04;"Store 9";"Grocery";"Costco";53,43;4;52
2023-02-11;"Store 6";"Electronics";"Sony";493,59;3;29
2023-07-09;"Store 6";"Grocery";"Costco";34,94;3;41
2023-05-27;"Store 8";"Clothing";"Puma";546,61;9;20
2023-12-17;"Store 5";"Clothing";"Nike";393,78;2;26
2023-01-15;"Store 8";"Grocery";"Target";71,16;12;44
2023-10-24;"Store 9";"Furniture";"Wayfair";1190,45;2;32
2023-10-02;"Store 10";"Grocery";"Target";58,56;15;31
2023-06-10;"Store 8";"Grocery";"Trader Joe's";45,59;7;52
2023-08-31;"Store 7";"Toys";"Hasbro";174,8;1;33
2023-03-31;"Store 10";"Clothing";"Puma";418,52;10;31
2023-01-11;"Store 2";"Grocery";"Target";20,6;16;27
2023-11-06;"Store 6";"Grocery";"Target";44,53;15;37
2023-07-19;"Store 4";"Electronics";"Panasonic";678,56;3;40
2023-12-04;"Store 10";"Grocery";"Whole Foods";73,9;2;28
2023-07-25;"Store 1";"Grocery";"Target";37,47;5;46
2023-02-21;"Store 5";"Sports";"Under Armour";361,55;4;34
2023-02-09;"Store 2";"Clothing";"Puma";227,92;10;27
2023-12-09;"Store 4";"Clothing";"Nike";418,59;4;57
2023-11-09;"Store 6";"Clothing";"Zara";324,26;4;37
2023-02-09;"Store 5";"Electronics";"Panasonic";588,24;1;39
2023-03-18;"Store 2";"Electronics";"Panasonic";770,58;1;36
2023-07-06;"Store 1";"Grocery";"Costco";62,43;4;46
2023-11-13;"Store 7";"Clothing";"Zara";351,08;6;52
2023-06-09;"Store 5";"Grocery";"Trader Joe's";58,78;8;31
2023-04-27;"Store 3";"Clothing";"Adidas";348,83;5;64
2023-07-03;"Store 4";"Grocery";"Trader Joe's";37,46;8;46
2023-01-02;"Store 1";"Toys";"Fisher-Price";199,5;2;37
2023-04-21;"Store 7";"Grocery";"Costco";39,92;5;37
2023-03-09;"Store 4";"Grocery";"Target";55,42;17;21
2023-06-07;"Store 2";"Toys";"Hasbro";153,17;8;32
2023-11-13;"Store 7";"Clothing";"Nike";568,94;5;46
2023-08-29;"Store 4";"Clothing";"Puma";454,02;9;34
2023-06-07;"Store 6";"Electronics";"LG";1161,64;3;38
2023-01-18;"Store 9";"Toys";"Fisher-Price";137,29;7;43
2023-03-05;"Store 10";"Toys";"Fisher-Price";188,35;4;28
2023-10-15;"Store 9";"Sports";"Under Armour";233,54;8;42
2023-11-09;"Store 7";"Grocery";"Costco";59,19;20;43
2023-06-04;"Store 7";"Toys";"LEGO";205,22;8;39
2023-08-03;"Store 2";"Toys";"Nintendo";284,59;5;29
2023-04-04;"Store 2";"Electronics";"Apple";887,87;2;48
2023-10-03;"Store 10";"Grocery";"Walmart";23,29;3;36
2023-03-21;"Store 3";"Toys";"Fisher-Price";293,84;3;52
2023-04-14;"Store 3";"Grocery";"Walmart";44,36;12;31
2023-09-19;"Store 10";"Grocery";"Trader Joe's";35,1;20;18
2023-12-28;"Store 5";"Electronics";"Panasonic";1336,28;1;41
2023-07-31;"Store 5";"Grocery";"Costco";51,25;8;57
2023-04-17;"Store 2";"Grocery";"Trader Joe's";62,37;4;37
2023-03-10;"Store 8";"Sports";"Wilson";178,21;3;25
2023-11-17;"Store 8";"Grocery";"Costco";74,18;2;36
2023-09-23;"Store 9";"Toys";"Fisher-Price";303,57;3;18
2023-08-08;"Store 7";"Electronics";"Panasonic";879,58;1;18
2023-07-22;"Store 1";"Grocery";"Whole Foods";57,08;1;58
2023-04-25;"Store 10";"Grocery";"Whole Foods";55,01;18;45
2023-10-27;"Store 5";"Toys";"LEGO";46,01;1;27
2023-08-01;"Store 4";"Electronics";"Apple";582,62;3;26
2023-05-26;"Store 1";"Grocery";"Costco";21,61;19;43
2023-01-02;"Store 2";"Clothing";"H&M";418,42;9;40
2023-12-11;"Store 3";"Clothing";"Puma";404,44;8;32
2023-03-06;"Store 9";"Sports";"Wilson";232,74;1;59
2023-10-05;"Store 5";"Grocery";"Costco";33,24;1;37
2023-06-13;"Store 8";"Toys";"Fisher-Price";236,19;2;34
2023-04-03;"Store 10";"Grocery";"Costco";89,83;8;18
2023-01-05;"Store 10";"Grocery";"Trader Joe's";44,51;1;29
2023-08-03;"Store 3";"Grocery";"Walmart";57,07;11;39
2023-06-29;"Store 8";"Clothing";"Puma";309,36;5;36
2023-06-22;"Store 4";"Clothing";"Adidas";404,45;1;30
2023-03-03;"Store 8";"Grocery";"Target";37,03;10;41
2023-08-01;"Store 7";"Grocery";"Target";33,62;19;47
2023-01-26;"Store 6";"Furniture";"Ashley";970,26;1;56
2023-11-06;"Store 8";"Grocery";"Trader Joe's";56,22;11;23
2023-12-26;"Store 2";"Clothing";"Puma";398,21;1;43
2023-01-13;"Store 4";"Grocery";"Walmart";14,25;14;31
2023-02-02;"Store 4";"Sports";"Spalding";156,71;1;29
2023-09-20;"Store 9";"Clothing";"Adidas";225,14;5;40
2023-05-09;"Store 7";"Clothing";"Adidas";232,42;8;32
2023-02-01;"Store 7";"Clothing";"H&M";374,74;5;31
2023-10-07;"Store 9";"Clothing";"Puma";431,67;3;27
2023-12-29;"Store 9";"Toys";"Hasbro";88,5;1;44
2023-11-21;"Store 3";"Electronics";"Apple";1305,07;1;37
2023-08-28;"Store 7";"Toys";"Nintendo";34,27;4;26
2023-10-14;"Store 2";"Clothing";"Zara";192,24;1;32
2023-03-08;"Store 7";"Sports";"Spalding";257,66;8;49
2023-10-17;"Store 10";"Clothing";"Zara";306,36;7;24
2023-04-26;"Store 6";"Grocery";"Costco";25,92;13;27
2023-02-20;"Store 6";"Sports";"Reebok";15,3;4;33
2023-09-30;"Store 3";"Sports";"Reebok";258,33;8;20
2023-02-26;"Store 5";"Grocery";"Walmart";69,17;16;37
2023-03-17;"Store 5";"Grocery";"Whole Foods";90,63;1;22
2023-08-02;"Store 6";"Furniture";"West Elm";975,33;2;38
2023-11-05;"Store 9";"Furniture";"IKEA";648,34;1;46
2023-07-30;"Store 1";"Grocery";"Walmart";40,34;4;34
2023-02-13;"Store 9";"Clothing";"Nike";283,13;6;21
2023-10-04;"Store 3";"Furniture";"IKEA";626,93;1;37
2023-08-15;"Store 1";"Grocery";"Target";18,02;18;27
2023-07-27;"Store 10";"Clothing";"Puma";455,98;1;30
2023-04-23;"Store 3";"Clothing";"Adidas";388,66;2;35
2023-12-25;"Store 5";"Electronics";"Apple";896,15;2;19
2023-01-18;"Store 6";"Clothing";"Adidas";252,54;1;42
2023-02-26;"Store 8";"Grocery";"Costco";48,11;13;25
2023-08-04;"Store 7";"Electronics";"LG";451,99;1;24
2023-09-23;"Store 3";"Toys";"Fisher-Price";129,45;7;41
2023-08-07;"Store 7";"Electronics";"Panasonic";575,23;2;32
2023-01-20;"Store 3";"Toys";"LEGO";127,61;4;50
2023-01-20;"Store 4";"Grocery";"Trader Joe's";61,35;19;18
2023-10-22;"Store 7";"Grocery";"Whole Foods";65,84;19;22
2023-01-15;"Store 9";"Toys";"Mattel";192,73;2;42
2023-05-17;"Store 8";"Grocery";"Whole Foods";44,09;4;54
2023-07-31;"Store 6";"Grocery";"Whole Foods";37,16;17;18
2023-11-16;"Store 1";"Clothing";"Zara";521,65;5;45
2023-01-10;"Store 5";"Toys";"LEGO";170,5;8;46
2023-04-22;"Store 6";"Electronics";"LG";699,2;3;18
2023-02-02;"Store 4";"Grocery";"Trader Joe's";54,9;19;52
2023-07-22;"Store 10";"Grocery";"Walmart";33,1;9;54
2023-02-07;"Store 9";"Clothing";"Nike";324,99;3;54
2023-03-14;"Store 10";"Clothing";"Puma";397,37;10;32
2023-09-04;"Store 8";"Clothing";"Adidas";322,11;6;18
2023-05-19;"Store 2";"Furniture";"West Elm";590,73;2;35
2023-11-17;"Store 1";"Furniture";"IKEA";764,46;1;29
2023-08-17;"Store 7";"Grocery";"Walmart";32,26;18;43
2023-09-06;"Store 4";"Grocery";"Trader Joe's";37,04;2;26
2023-02-02;"Store 6";"Toys";"Mattel";232,19;8;52
2023-08-30;"Store 10";"Furniture";"Ashley";864,13;1;18
2023-06-03;"Store 6";"Sports";"Wilson";250,85;8;32
2023-03-29;"Store 9";"Grocery";"Costco";41,09;14;26
2023-04-24;"Store 2";"Grocery";"Walmart";75,64;1;44
2023-05-03;"Store 9";"Grocery";"Costco";73,95;5;28
2023-09-09;"Store 7";"Grocery";"Target";85,93;8;18
2023-10-15;"Store 9";"Grocery";"Costco";60,83;3;52
2023-05-03;"Store 10";"Toys";"Fisher-Price";274,4;6;28
2023-05-07;"Store 2";"Grocery";"Trader Joe's";21,69;18;39
2023-01-13;"Store 7";"Clothing";"Nike";403,8;8;18
2023-06-30;"Store 3";"Sports";"Wilson";141,65;3;25
2023-12-08;"Store 8";"Electronics";"LG";991,27;3;38
2023-06-01;"Store 8";"Sports";"Spalding";319,77;8;35
2023-08-09;"Store 9";"Grocery";"Costco";44,62;12;49
2023-08-13;"Store 8";"Grocery";"Costco";29,09;5;58
2023-12-26;"Store 4";"Grocery";"Target";52,18;7;54
2023-11-24;"Store 10";"Grocery";"Target";57,62;5;41
2023-08-30;"Store 2";"Electronics";"Panasonic";660,58;3;48
2023-11-03;"Store 7";"Grocery";"Walmart";61,07;6;40
2023-01-09;"Store 6";"Grocery";"Target";35,32;14;27
2023-08-06;"Store 7";"Electronics";"LG";903,13;3;23
2023-10-27;"Store 7";"Clothing";"Zara";381,03;10;50
2023-07-24;"Store 8";"Toys";"Fisher-Price";250,86;3;26
2023-04-07;"Store 8";"Furniture";"Ashley";527,65;1;40
2023-07-04;"Store 5";"Sports";"Spalding";291,72;2;18
2023-07-06;"Store 2";"Clothing";"Adidas";325,87;8;22
2023-10-02;"Store 7";"Furniture";"West Elm";541,61;2;47
2023-11-02;"Store 6";"Electronics";"Samsung";922,06;2;46
2023-07-19;"Store 8";"Clothing";"Puma";364,83;4;39
2023-07-29;"Store 2";"Grocery";"Walmart";50,2;15;18
2023-10-23;"Store 6";"Sports";"Wilson";112,2;6;48
2023-01-22;"Store 7";"Toys";"Hasbro";209,22;2;21
2023-07-19;"Store 5";"Grocery";"Whole Foods";21,02;1;18
2023-01-27;"Store 6";"Clothing";"Zara";325,33;8;44
2023-04-27;"Store 4";"Furniture";"IKEA";655,98;2;18
2023-02-11;"Store 2";"Grocery";"Trader Joe's";27,73;11;35
2023-05-06;"Store 1";"Clothing";"Nike";340,86;9;56
2023-01-20;"Store 10";"Grocery";"Costco";40,91;20;34
2023-07-17;"Store 10";"Grocery";"Trader Joe's";59,56;2;26
2023-04-05;"Store 6";"Clothing";"Zara";182,2;1;62
2023-07-23;"Store 10";"Grocery";"Trader Joe's";10;8;39
2023-06-14;"Store 1";"Sports";"Decathlon";243,33;7;22
2023-02-21;"Store 1";"Furniture";"Ashley";733,83;1;38
2023-05-05;"Store 1";"Sports";"Under Armour";244,53;8;28
2023-07-13;"Store 8";"Grocery";"Trader Joe's";58,42;7;54
2023-12-01;"Store 3";"Sports";"Decathlon";540,61;2;37
2023-05-15;"Store 8";"Sports";"Wilson";363,63;2;25
2023-09-28;"Store 2";"Grocery";"Target";61,7;16;52
2023-05-23;"Store 5";"Clothing";"H&M";290,13;7;21
2023-04-23;"Store 9";"Grocery";"Target";97,69;13;27
2023-02-16;"Store 6";"Toys";"Hasbro";233,73;5;36
2023-11-18;"Store 9";"Clothing";"Puma";240,16;5;39
2023-09-15;"Store 7";"Toys";"Hasbro";231,55;3;30
2023-06-16;"Store 9";"Grocery";"Walmart";49,15;12;60
2023-08-09;"Store 5";"Grocery";"Trader Joe's";44,87;4;38
2023-06-12;"Store 6";"Electronics";"Samsung";593,4;2;41
2023-10-30;"Store 9";"Grocery";"Costco";34,92;6;28
2023-02-24;"Store 8";"Clothing";"Puma";334,33;10;45
2023-10-07;"Store 7";"Furniture";"Wayfair";580,56;1;35
2023-04-01;"Store 8";"Grocery";"Whole Foods";28,15;4;28
2023-01-17;"Store 3";"Furniture";"Wayfair";430,58;1;37
2023-07-01;"Store 9";"Grocery";"Walmart";41,38;5;44
2023-12-24;"Store 1";"Grocery";"Walmart";81,42;3;26
2023-07-21;"Store 6";"Grocery";"Whole Foods";22,11;11;55
2023-10-14;"Store 5";"Furniture";"Ashley";759,12;2;32
2023-03-28;"Store 9";"Furniture";"IKEA";550,9;1;39
2023-06-22;"Store 7";"Toys";"LEGO";43,96;8;41
2023-11-08;"Store 9";"Grocery";"Walmart";40,74;7;34
2023-12-26;"Store 2";"Clothing";"Nike";325,98;6;51
2023-02-22;"Store 1";"Grocery";"Target";54,67;5;29
2023-10-25;"Store 7";"Toys";"Hasbro";202,12;5;38
2023-08-05;"Store 4";"Toys";"LEGO";226,76;1;38
2023-05-09;"Store 10";"Clothing";"Zara";266,35;5;29
2023-05-09;"Store 9";"Sports";"Spalding";316,42;7;19
2023-06-20;"Store 6";"Toys";"Fisher-Price";212,25;1;36
2023-08-24;"Store 3";"Toys";"Fisher-Price";121,92;1;35
2023-10-29;"Store 8";"Sports";"Reebok";203,08;4;43
2023-01-26;"Store 8";"Clothing";"Puma";291,24;2;28
2023-07-17;"Store 2";"Sports";"Wilson";395,12;3;37
2023-03-05;"Store 9";"Electronics";"Apple";616,4;2;36
2023-10-10;"Store 5";"Clothing";"Zara";336,04;7;47
2023-11-21;"Store 2";"Grocery";"Trader Joe's";52,41;13;27
2023-05-27;"Store 2";"Sports";"Reebok";228,14;7;42
2023-01-07;"Store 6";"Clothing";"Zara";433,63;9;26
2023-06-13;"Store 7";"Electronics";"Apple";1014,48;1;34
2023-12-17;"Store 10";"Grocery";"Trader Joe's";86,9;6;19
2023-08-25;"Store 9";"Toys";"Mattel";89,93;6;48
2023-03-11;"Store 7";"Toys";"Fisher-Price";68,63;6;18
2023-06-17;"Store 5";"Sports";"Reebok";291,25;7;48
2023-03-29;"Store 4";"Clothing";"Adidas";317,03;5;48
2023-08-13;"Store 1";"Clothing";"Adidas";563,38;5;21
2023-08-26;"Store 9";"Electronics";"Sony";548,26;1;30
2023-09-17;"Store 6";"Clothing";"Nike";314,66;3;31
2023-02-15;"Store 3";"Furniture";"Ashley";806,98;2;41
2023-05-06;"Store 7";"Grocery";"Costco";46,18;16;37
2023-04-11;"Store 5";"Clothing";"Zara";148,89;8;18
2023-07-14;"Store 2";"Grocery";"Target";34,5;15;37
2023-01-16;"Store 10";"Grocery";"Costco";67,89;18;31
2023-08-10;"Store 1";"Electronics";"LG";1057,08;3;42
2023-12-26;"Store 1";"Grocery";"Whole Foods";40,84;15;28
2023-11-27;"Store 3";"Clothing";"Adidas";366,14;1;18
2023-06-28;"Store 10";"Clothing";"H&M";429,11;6;50
2023-11-01;"Store 7";"Grocery";"Target";73,26;2;41
2023-12-31;"Store 2";"Clothing";"Puma";382,38;3;52
2023-08-30;"Store 4";"Toys";"Nintendo";381,85;7;28
2023-10-02;"Store 2";"Furniture";"Ashley";724,77;1;19
2023-11-20;"Store 10";"Grocery";"Trader Joe's";78,96;5;49
2023-02-25;"Store 10";"Grocery";"Trader Joe's";31,85;11;26
2023-09-28;"Store 10";"Clothing";"Puma";376,9;1;39
2023-12-24;"Store 2";"Grocery";"Costco";52,43;9;47
2023-04-07;"Store 1";"Grocery";"Target";62,43;1;18
2023-03-22;"Store 9";"Grocery";"Target";43,64;4;42
2023-09-12;"Store 7";"Grocery";"Walmart";38,61;20;51
2023-05-02;"Store 3";"Toys";"Hasbro";200,93;2;28
2023-01-21;"Store 9";"Sports";"Spalding";126,55;6;51
2023-06-23;"Store 3";"Toys";"Mattel";127,69;8;45
2023-05-27;"Store 3";"Grocery";"Walmart";54,84;3;18
2023-05-23;"Store 9";"Grocery";"Trader Joe's";54,26;4;30
2023-04-28;"Store 6";"Clothing";"Zara";157,39;1;60
2023-03-04;"Store 7";"Clothing";"Zara";173,47;4;35
2023-09-05;"Store 8";"Sports";"Under Armour";84,87;5;40
2023-08-18;"Store 9";"Clothing";"Puma";545,74;4;58
2023-09-10;"Store 1";"Grocery";"Whole Foods";22,07;3;18
2023-02-12;"Store 4";"Electronics";"Sony";972,75;2;28
2023-03-22;"Store 8";"Furniture";"IKEA";747,79;2;22
2023-08-08;"Store 3";"Electronics";"Panasonic";1202,58;1;25
2023-02-04;"Store 2";"Electronics";"Apple";770,71;3;29
2023-12-28;"Store 6";"Clothing";"H&M";201,55;9;44
2023-10-29;"Store 2";"Sports";"Reebok";247,64;4;40
2023-08-25;"Store 7";"Clothing";"Nike";626,76;9;38
2023-03-20;"Store 6";"Grocery";"Costco";49,99;17;48
2023-08-20;"Store 5";"Toys";"LEGO";218,87;7;33
2023-06-10;"Store 1";"Electronics";"Apple";636,28;3;60
2023-03-10;"Store 4";"Grocery";"Trader Joe's";19,11;4;49
2023-08-22;"Store 4";"Electronics";"Panasonic";249,1;3;32
2023-03-18;"Store 3";"Clothing";"H&M";397,5;8;23
2023-01-08;"Store 2";"Sports";"Spalding";311,17;3;39
2023-04-09;"Store 9";"Sports";"Decathlon";168,15;6;29
2023-07-18;"Store 4";"Sports";"Decathlon";242,07;5;18
2023-08-25;"Store 4";"Grocery";"Whole Foods";36,44;7;18
2023-07-29;"Store 10";"Grocery";"Trader Joe's";48,25;1;29
2023-03-19;"Store 4";"Clothing";"H&M";512,43;6;32
2023-12-23;"Store 7";"Grocery";"Target";90,48;4;53
2023-09-21;"Store 5";"Clothing";"Zara";476,62;6;18
2023-01-18;"Store 3";"Clothing";"Nike";297,06;8;18
2023-06-24;"Store 1";"Grocery";"Target";69,74;8;38
2023-09-10;"Store 10";"Furniture";"West Elm";515,75;1;80
2023-06-25;"Store 5";"Grocery";"Whole Foods";38,2;9;37
2023-07-13;"Store 7";"Clothing";"Nike";314,74;8;51
2023-04-02;"Store 6";"Clothing";"H&M";315,41;1;37
2023-05-31;"Store 2";"Grocery";"Costco";82,13;15;34
2023-12-13;"Store 1";"Clothing";"Adidas";331,91;2;32
2023-01-27;"Store 6";"Furniture";"West Elm";891,51;2;24
2023-09-01;"Store 1";"Toys";"LEGO";251,28;5;24
2023-09-18;"Store 9";"Grocery";"Target";43,07;14;27
2023-08-20;"Store 8";"Electronics";"Apple";369,15;3;53
2023-02-01;"Store 10";"Sports";"Wilson";230,23;7;21
2023-09-03;"Store 8";"Clothing";"Adidas";147,04;8;35
2023-09-22;"Store 2";"Toys";"Nintendo";158,87;1;25
2023-07-08;"Store 1";"Sports";"Under Armour";136,86;8;18
2023-07-29;"Store 3";"Clothing";"Puma";292,62;3;39
2023-02-16;"Store 5";"Clothing";"Adidas";310,03;6;24
2023-04-04;"Store 4";"Clothing";"H&M";256,57;3;55
2023-11-25;"Store 6";"Toys";"Mattel";308,94;6;30
2023-04-20;"Store 6";"Clothing";"H&M";545,59;7;49
2023-04-23;"Store 5";"Clothing";"Puma";437,24;5;36
2023-09-23;"Store 3";"Clothing";"Puma";204,82;1;40
2023-04-20;"Store 6";"Clothing";"Puma";411,66;8;23
2023-01-15;"Store 9";"Electronics";"Sony";786,71;1;26
2023-12-31;"Store 8";"Electronics";"Panasonic";1175,99;2;29
2023-04-23;"Store 9";"Toys";"Mattel";223,56;6;25
2023-03-26;"Store 10";"Grocery";"Costco";47,01;9;41
2023-10-06;"Store 8";"Grocery";"Costco";48,44;1;18
2023-10-04;"Store 4";"Electronics";"LG";651,44;2;19
2023-07-08;"Store 10";"Electronics";"Apple";844,73;3;38
2023-02-11;"Store 10";"Sports";"Reebok";118,7;2;48
2023-08-05;"Store 4";"Toys";"Fisher-Price";237,48;5;38
2023-04-20;"Store 4";"Clothing";"Puma";374;7;31
2023-08-01;"Store 8";"Grocery";"Costco";44,89;3;39
2023-08-25;"Store 4";"Grocery";"Walmart";54,06;11;34
2023-05-24;"Store 6";"Clothing";"H&M";300,94;9;25
2023-07-29;"Store 5";"Clothing";"Puma";477,81;8;26
2023-11-19;"Store 2";"Electronics";"Apple";1746,37;3;46
2023-03-01;"Store 10";"Sports";"Spalding";72,95;2;38
2023-06-07;"Store 2";"Grocery";"Trader Joe's";36,76;12;32
2023-04-09;"Store 2";"Grocery";"Costco";62,06;4;23
2023-12-28;"Store 4";"Grocery";"Walmart";38,89;13;31
2023-05-15;"Store 10";"Grocery";"Walmart";40,63;8;41
2023-02-23;"Store 9";"Toys";"LEGO";170,17;2;26
2023-02-10;"Store 5";"Toys";"LEGO";271,62;2;34
2023-11-11;"Store 3";"Sports";"Under Armour";205,4;4;42
2023-09-03;"Store 3";"Clothing";"Adidas";135,02;2;50
2023-08-30;"Store 6";"Grocery";"Walmart";57,59;1;35
2023-09-03;"Store 10";"Grocery";"Target";51,29;18;28
2023-08-10;"Store 5";"Sports";"Reebok";246,11;1;36
2023-10-16;"Store 5";"Grocery";"Walmart";53,52;11;40
2023-06-28;"Store 9";"Grocery";"Trader Joe's";49,34;19;42
2023-04-03;"Store 4";"Clothing";"Adidas";377,2;3;44
2023-06-29;"Store 7";"Grocery";"Trader Joe's";14,29;1;19
2023-08-14;"Store 1";"Grocery";"Walmart";37,24;18;53
2023-12-11;"Store 3";"Grocery";"Costco";11,41;15;30
2023-03-31;"Store 4";"Toys";"Nintendo";174,99;7;38
2023-05-25;"Store 7";"Toys";"Mattel";188,47;8;43
2023-07-27;"Store 3";"Grocery";"Target";44,12;20;24
2023-12-03;"Store 6";"Clothing";"Adidas";441,46;7;34
2023-12-04;"Store 7";"Grocery";"Whole Foods";44,37;11;25
2023-06-02;"Store 5";"Sports";"Wilson";276,24;7;23
2023-12-30;"Store 8";"Grocery";"Trader Joe's";53,4;18;20
2023-08-06;"Store 6";"Furniture";"Wayfair";1013,13;1;40
2023-05-25;"Store 7";"Grocery";"Target";54,56;16;35
2023-01-23;"Store 8";"Grocery";"Trader Joe's";32,32;8;66
2023-06-06;"Store 9";"Grocery";"Trader Joe's";18,61;11;32
2023-08-04;"Store 6";"Grocery";"Trader Joe's";43,94;11;18
2023-09-07;"Store 6";"Clothing";"Puma";305,81;8;36
2023-02-12;"Store 7";"Grocery";"Target";61,75;12;18
2023-06-25;"Store 5";"Clothing";"Zara";404,52;3;20
2023-07-19;"Store 1";"Clothing";"H&M";158,54;10;27
2023-07-10;"Store 5";"Clothing";"Nike";372,68;1;70
2023-02-02;"Store 9";"Furniture";"Wayfair";1003,74;1;21
2023-08-03;"Store 10";"Grocery";"Costco";42,39;19;41
2023-01-26;"Store 3";"Electronics";"Apple";808,92;3;48
2023-07-09;"Store 2";"Grocery";"Target";61,09;13;18
2023-09-15;"Store 10";"Grocery";"Walmart";43,4;17;41
2023-09-24;"Store 5";"Clothing";"H&M";435,12;6;57
2023-04-25;"Store 6";"Toys";"Mattel";201,87;5;35
2023-12-17;"Store 8";"Grocery";"Target";37,93;17;32
2023-02-23;"Store 6";"Grocery";"Trader Joe's";43,13;16;38
2023-01-08;"Store 8";"Grocery";"Target";59,37;10;44
2023-07-16;"Store 6";"Grocery";"Trader Joe's";38,9;2;28
2023-05-24;"Store 1";"Electronics";"Sony";713,43;1;35
2023-06-14;"Store 5";"Toys";"LEGO";150,22;5;18
2023-01-10;"Store 7";"Clothing";"Nike";389,34;5;38
2023-03-12;"Store 6";"Electronics";"Samsung";711,18;1;40
2023-10-25;"Store 3";"Grocery";"Costco";50,18;19;45
2023-09-25;"Store 10";"Clothing";"H&M";149,52;3;37
2023-02-24;"Store 6";"Grocery";"Trader Joe's";42,97;7;50
2023-09-29;"Store 6";"Grocery";"Walmart";54,86;12;37
2023-02-27;"Store 4";"Clothing";"Zara";398,7;4;45
2023-06-20;"Store 2";"Sports";"Under Armour";342,61;7;29
2023-10-03;"Store 8";"Grocery";"Whole Foods";69,79;1;32
2023-04-30;"Store 7";"Sports";"Spalding";126,82;1;46
2023-01-05;"Store 4";"Grocery";"Whole Foods";49,69;3;30
2023-07-26;"Store 1";"Toys";"LEGO";362,39;3;26
2023-06-18;"Store 5";"Clothing";"Adidas";335,61;2;35
2023-11-18;"Store 8";"Grocery";"Walmart";45,23;13;31
2023-07-04;"Store 2";"Toys";"LEGO";221,1;1;41
2023-12-22;"Store 2";"Electronics";"Panasonic";1421,27;3;18
2023-04-17;"Store 3";"Clothing";"Puma";236,61;6;30
2023-07-28;"Store 5";"Sports";"Spalding";132,32;3;39
2023-10-17;"Store 8";"Clothing";"Puma";239,23;4;46
2023-10-17;"Store 10";"Grocery";"Trader Joe's";51,22;10;38
2023-12-24;"Store 3";"Sports";"Wilson";126,83;5;38
